Lane.Id,Public.Name,Serotype,Strain
6259_7#13,SMRU61,11A,73
6259_8#12,SMRU84,11A,73
6259_8#3,SMRU75,11A,73
6630_1#7,SMRU271,11A,73
6630_1#8,SMRU272,11A,73
6630_2#8,SMRU296,11A,73
6630_3#19,SMRU379,11A,73
6631_4#21,SMRU453,11A,73
6631_6#8,SMRU488,11A,73
6649_8#15,SMRU183,11A,73
6649_8#5,SMRU173,11A,73
6673_8#9,SMRU249,11A,73
6680_8#7,SMRU199,11A,73
6680_8#8,SMRU200,11A,73
6714_7#23,SMRU767,11A,73
6714_8#1,SMRU553,11A,73
6714_8#2,SMRU554,11A,73
6730_4#13,SMRU637,11A,73
6731_4#12,SMRU1068,11A,73
6731_4#14,SMRU1070,11A,73
6755_1#11,SMRU779,11A,73
6755_1#12,SMRU780,11A,73
6755_1#7,SMRU775,11A,73
6755_2#9,SMRU801,11A,73
6775_1#17,SMRU833,11A,73
7092_6#2,SMRU3098,11A,73
7092_6#9,SMRU3105,11A,73
6731_6#14,SMRU1118,11A,73
6731_6#20,SMRU1124,11A,73
6736_4#13,SMRU1213,11A,73
6805_3#1,SMRU1441,11A,73
6823_2#24,SMRU1896,11A,73
6823_3#8,SMRU1904,11A,73
6823_3#9,SMRU1905,11A,73
6823_5#18,SMRU1962,11A,73
6925_4#15,SMRU2151,11A,73
6983_2#18,SMRU2226,11A,73
7038_8#38,SMRU2246,11A,73
6949_1#20,SMRU2420,11A,73
6949_1#6,SMRU2406,11A,73
6972_4#8,SMRU2600,11A,73
6983_5#7,SMRU2311,11A,73
6983_6#29,SMRU2333,11A,73
6983_6#31,SMRU2335,11A,73
6983_7#62,SMRU2366,11A,73
7011_6#23,SMRU2831,11A,73
7038_4#17,SMRU2945,11A,73
7038_5#16,SMRU2968,11A,73
7038_7#1,SMRU3001,11A,73
7054_5#7,SMRU3055,11A,73
6630_2#9,SMRU297,11E,73
6631_5#19,SMRU475,11E,73
6753_4#5,SMRU1541,11E,73
6753_2#2,SMRU1490,12F,26
6630_2#21,SMRU309,15A,69
6630_3#13,SMRU373,15A,69
6631_1#14,SMRU326,15A,69
6631_1#5,SMRU317,15A,69
6631_5#12,SMRU468,15A,69
6680_7#11,SMRU971,15A,69
6714_7#24,SMRU768,15A,69
6753_3#2,SMRU1514,15A,69
6710_7#14,SMRU1382,15A,69
6736_8#24,SMRU1320,15A,9
6753_1#7,SMRU1471,15A,69
6753_4#6,SMRU1542,15A,69
6755_5#18,SMRU1170,15A,69
6805_4#3,SMRU1659,15A,69
6805_5#10,SMRU1690,15A,69
6805_5#21,SMRU1701,15A,69
6899_6#22,SMRU2086,15A,69
6899_6#6,SMRU2070,15A,69
6925_3#16,SMRU2128,15A,69
6925_3#5,SMRU2117,15A,69
6925_7#12,SMRU2508,15A,69
6925_7#3,SMRU2499,15A,69
6938_6#20,SMRU2684,15A,69
6938_6#3,SMRU2667,15A,69
6938_8#5,SMRU2717,15A,69
6949_2#1,SMRU2425,15A,69
6972_2#7,SMRU2551,15A,69
6972_3#18,SMRU2586,15A,69
6972_3#2,SMRU2570,15A,69
6972_3#4,SMRU2572,15A,69
6972_5#16,SMRU2632,15A,69
7004_5#16,SMRU2872,15A,69
7038_7#3,SMRU3003,15A,69
7038_7#9,SMRU3009,15A,69
7054_6#1,SMRU3073,15A,69
6259_7#10,SMRU58,15B,25
6593_4#24,SMRU120,15B,25
6630_3#5,SMRU365,15B,25
6630_4#16,SMRU400,15B,48
6630_4#22,SMRU406,15B,25
6631_3#17,SMRU425,15B,25
6631_4#18,SMRU450,15B,25
6641_6#22,SMRU166,15B,25
6680_5#14,SMRU926,15B,25
6680_8#19,SMRU211,15B,25
6714_7#8,SMRU752,15B,25
6730_5#16,SMRU664,15B,25
6730_8#22,SMRU742,15B,48
6731_5#8,SMRU1088,15B,48
6731_6#8,SMRU1112,15B,25
7092_6#5,SMRU3101,15B,25
6736_4#12,SMRU1212,15B,25
6736_8#13,SMRU1309,15B,25
6753_1#11,SMRU1475,15B,25
6753_2#1,SMRU1489,15B,25
6753_2#7,SMRU1496,15B,25
6753_3#23,SMRU1535,15B,25
6755_4#15,SMRU1143,15B,25
6755_4#9,SMRU1137,15B,25
6805_2#19,SMRU1435,15B,25
6805_2#8,SMRU1424,15B,25
6805_3#2,SMRU1442,15B,25
6805_5#13,SMRU1693,15B,48
6805_5#23,SMRU1703,15B,25
6805_7#13,SMRU1742,15B,25
6807_1#22,SMRU1582,15B,48
6807_3#16,SMRU1624,15B,25
6823_1#19,SMRU1867,15B,25
6830_3#14,SMRU1646,15B,25
6830_3#4,SMRU1636,15B,25
6840_1#7,SMRU1759,15B,48
6841_7#3,SMRU1323,15B,25
6871_1#13,SMRU1789,15B,48
6871_1#22,SMRU1798,15B,25
6871_1#6,SMRU1782,15B,25
6899_5#2,SMRU2042,15B,48
6899_7#13,SMRU2101,15B,25
7004_5#2,SMRU2858,15B,25
6925_8#14,SMRU2534,15B,25
6938_3#32,SMRU3157,15B,25
6938_5#11,SMRU2651,15B,25
6938_5#9,SMRU2649,15B,25
6938_8#18,SMRU2730,15B,25
6949_1#3,SMRU2403,15B,25
6949_3#9,SMRU2457,15B,25
6949_4#16,SMRU2488,15B,25
6972_4#15,SMRU2607,15B,25
6972_4#16,SMRU2608,15B,25
6972_5#18,SMRU2634,15B,25
6983_4#87,SMRU2295,15B,25
6983_4#92,SMRU2300,15B,25
6983_4#93,SMRU2301,15B,48
6983_5#8,SMRU2312,15B,25
6983_8#96,SMRU2400,15B,25
7004_5#5,SMRU2861,15B,25
7004_6#34,SMRU2842,15B,25
7004_6#43,SMRU2851,15B,48
7004_8#75,SMRU2907,15B,25
7011_3#11,SMRU2747,15B,25
7011_5#6,SMRU2790,15B,48
7054_6#12,SMRU3084,15B,48
6899_6#17,SMRU2081,15B/15C,48
6949_4#4,SMRU2476,15B/15C,25
7038_5#19,SMRU2971,15B/15C,25
6730_3#17,SMRU617,15C,25
6730_5#1,SMRU649,15C,25
6731_5#5,SMRU1085,15C,25
6731_6#5,SMRU1109,15C,25
6755_1#19,SMRU787,15C,25
6731_6#23,SMRU1127,15C,25
6736_4#21,SMRU1221,15C,25
6736_4#7,SMRU1207,15C,25
6736_7#8,SMRU1280,15C,25
6753_1#14,SMRU1478,15C,25
6753_2#10,SMRU1499,15C,25
6753_2#23,SMRU1512,15C,25
6753_4#2,SMRU1538,15C,25
6753_4#3,SMRU1539,15C,25
6805_3#14,SMRU1454,15C,25
6807_1#5,SMRU1565,15C,25
6807_2#22,SMRU1606,15C,25
6807_3#4,SMRU1612,15C,48
6823_5#13,SMRU1957,15C,25
6823_5#1,SMRU1945,15C,25
6823_5#3,SMRU1947,15C,48
6823_6#20,SMRU1988,15C,25
6823_7#6,SMRU1998,15C,25
6823_7#7,SMRU1999,15C,25
6840_3#22,SMRU1822,15C,25
6871_2#1,SMRU1825,15C,25
6871_2#3,SMRU1827,15C,25
6899_5#20,SMRU2060,15C,25
6925_3#17,SMRU2129,15C,25
6925_3#20,SMRU2132,15C,25
6925_4#14,SMRU2150,15C,25
6925_5#21,SMRU2181,15C,25
6925_6#20,SMRU2204,15C,25
6983_3#58,SMRU2266,15C,25
6925_7#13,SMRU2509,15C,48
6938_6#8,SMRU2672,15C,25
6949_2#8,SMRU2432,15C,25
6949_4#12,SMRU2484,15C,48
6972_3#3,SMRU2571,15C,25
6972_3#9,SMRU2577,15C,25
6983_8#93,SMRU2397,15C,25
7011_6#18,SMRU2826,15C,25
7038_7#5,SMRU3005,15C,25
7054_4#14,SMRU3038,15C,48
7054_5#13,SMRU3061,15C,25
7068_4#14,SMRU3134,15C,25
6259_8#24,SMRU96,16F,158
6630_2#1,SMRU289,16F,104
6631_2#1,SMRU337,16F,158
6631_4#10,SMRU442,16F,158
6673_8#23,SMRU263,16F,158
6680_5#20,SMRU932,16F,104
6680_8#22,SMRU214,16F,104
6714_8#11,SMRU563,16F,158
6730_8#24,SMRU744,16F,104
6730_8#7,SMRU727,16F,104
6731_5#11,SMRU1091,16F,104
6731_5#2,SMRU1082,16F,104
6710_6#22,SMRU1366,16F,158
6736_5#16,SMRU1240,16F,158
6736_6#6,SMRU1254,16F,158
6736_6#7,SMRU1255,16F,104
6736_8#6,SMRU1302,16F,104
6753_2#15,SMRU1504,16F,158
6841_7#22,SMRU1342,16F,104
6899_6#13,SMRU2077,16F,104
6899_7#1,SMRU2089,16F,104
6925_6#1,SMRU2185,16F,158
6949_2#11,SMRU2435,16F,104
6983_4#78,SMRU2286,16F,158
6983_7#61,SMRU2365,16F,104
7011_3#15,SMRU2751,16F,104
7038_7#17,SMRU3017,16F,104
7054_6#11,SMRU3083,16F,104
6259_6#2,SMRU26,17F,10
6259_7#14,SMRU62,17F,10
6259_8#21,SMRU93,17F,10
6631_3#24,SMRU432,17F,49
6649_8#4,SMRU172,17F,10
6730_7#6,SMRU702,17F,49
6731_1#5,SMRU989,17F,69
6710_6#17,SMRU1361,17F,69
6710_8#17,SMRU1409,17F,10
6736_8#15,SMRU1311,17F,10
6755_6#7,SMRU1183,17F,69
6807_2#23,SMRU1607,17F,10
6840_1#19,SMRU1771,17F,49
6925_6#22,SMRU2206,17F,10
6938_6#12,SMRU2676,17F,10
6983_4#91,SMRU2299,17F,10
7038_4#24,SMRU2952,17F,10
7054_6#10,SMRU3082,17F,10
6631_3#3,SMRU411,18A,95
6631_5#13,SMRU469,18A,107
6631_6#19,SMRU499,18A,95
6730_5#21,SMRU669,18A,95
6823_1#22,SMRU1870,18A,95
6972_4#21,SMRU2613,18A,95
6925_4#1,SMRU2137,18B,107
6680_5#3,SMRU915,18C,107
6714_7#15,SMRU759,18C,107
6730_1#4,SMRU580,18C,107
6730_1#5,SMRU581,18C,107
6730_5#5,SMRU653,18C,107
6730_5#6,SMRU654,18C,107
6755_2#3,SMRU795,18C,107
6755_3#12,SMRU876,18C,107
6731_6#11,SMRU1115,18C,107
6736_5#5,SMRU1229,18C,107
6736_8#12,SMRU1308,18C,107
6736_8#18,SMRU1314,18C,107
6755_5#13,SMRU1165,18C,107
6805_7#1,SMRU1729,18C,107
6807_1#20,SMRU1580,18C,107
6841_7#10,SMRU1330,18C,107
6925_3#19,SMRU2131,18C,107
6925_4#4,SMRU2140,18C,107
6983_2#24,SMRU2232,18C,107
6983_3#57,SMRU2265,18C,107
6949_3#24,SMRU2472,18C,107
6983_7#53,SMRU2357,18C,107
6983_8#73,SMRU2377,18C,107
6680_7#23,SMRU983,18F,294
6730_8#2,SMRU722,18F,294
6807_2#13,SMRU1597,18F,294
6949_3#15,SMRU2463,18F,294
6259_6#18,SMRU42,19A,10
6593_4#18,SMRU114,19A,10
6593_4#9,SMRU105,19A,10
6630_1#17,SMRU281,19A,10
6630_1#24,SMRU288,19A,10
6631_6#15,SMRU495,19A,10
6649_8#19,SMRU187,19A,10
6664_1#17,SMRU233,19A,10
6680_5#8,SMRU920,19A,10
6680_8#11,SMRU203,19A,10
6730_7#15,SMRU711,19A,10
6731_2#17,SMRU1025,19A,10
6755_2#15,SMRU807,19A,10
6755_3#2,SMRU866,19A,10
6775_1#2,SMRU818,19A,10
7092_6#8,SMRU3104,19A,10
6710_7#24,SMRU1392,19A,10
6731_6#12,SMRU1116,19A,10
6736_7#5,SMRU1277,19A,10
6753_1#3,SMRU1467,19A,10
6753_4#22,SMRU1558,19A,10
6753_4#24,SMRU1560,19A,10
6755_6#10,SMRU1186,19A,10
6805_4#8,SMRU1664,19A,10
6805_5#11,SMRU1691,19A,10
6805_5#19,SMRU1699,19A,10
6805_5#9,SMRU1689,19A,10
6805_6#14,SMRU1718,19A,10
6805_7#16,SMRU1745,19A,10
6807_2#17,SMRU1601,19A,10
6807_3#21,SMRU1629,19A,10
6823_2#3,SMRU1875,19A,10
6823_3#13,SMRU1909,19A,10
6823_4#22,SMRU1942,19A,10
6823_7#15,SMRU2007,19A,10
6823_7#9,SMRU2001,19A,10
6830_3#20,SMRU1652,19A,10
6840_1#15,SMRU1767,19A,10
6840_1#5,SMRU1757,19A,10
6871_2#14,SMRU1838,19A,10
6899_5#23,SMRU2063,19A,10
6899_7#12,SMRU2100,19A,10
6925_6#10,SMRU2194,19A,10
6925_6#14,SMRU2198,19A,10
6925_6#6,SMRU2190,19A,10
6938_3#21,SMRU3146,19A,10
7038_8#36,SMRU2244,19A,10
6925_8#20,SMRU2540,19A,10
6938_5#5,SMRU2645,19A,10
6949_1#12,SMRU2412,19A,10
6949_1#13,SMRU2413,19A,10
6949_1#4,SMRU2404,19A,10
6949_2#20,SMRU2444,19A,10
6949_3#17,SMRU2465,19A,10
6949_3#23,SMRU2471,19A,10
6949_4#20,SMRU2492,19A,10
6972_3#10,SMRU2578,19A,10
6983_4#89,SMRU2297,19A,10
6983_5#2,SMRU2306,19A,10
6983_6#35,SMRU2339,19A,10
6983_7#58,SMRU2362,19A,10
6983_8#78,SMRU2382,19A,10
7004_5#10,SMRU2866,19A,10
7004_5#8,SMRU2864,19A,10
7004_5#9,SMRU2865,19A,10
7004_6#26,SMRU2834,19A,10
7004_6#37,SMRU2845,19A,10
7004_8#93,SMRU2925,19A,10
7038_4#2,SMRU2930,19A,10
7038_6#19,SMRU2995,19A,10
7038_6#9,SMRU2985,19A,10
7054_6#16,SMRU3088,19A,10
7054_6#22,SMRU3094,19A,10
6259_5#19,SMRU19,19B,602
6259_8#6,SMRU78,19B,127
6259_8#8,SMRU80,19B,174
6593_5#22,SMRU142,19B,127
6630_1#21,SMRU285,19B,222
6630_3#10,SMRU370,19B,222
6630_3#21,SMRU381,19B,174
6631_3#23,SMRU431,19B,222
6631_3#4,SMRU412,19B,174
6631_5#4,SMRU460,19B,222
6631_7#20,SMRU524,19B,127
6680_4#10,SMRU898,19B,222
6680_6#23,SMRU959,19B,127
6714_8#9,SMRU561,19B,222
6730_4#3,SMRU627,19B,222
6730_4#8,SMRU632,19B,174
6730_4#9,SMRU633,19B,174
6731_5#13,SMRU1093,19B,127
6755_2#16,SMRU808,19B,174
7054_6#24,SMRU3096,19B,174
7092_6#3,SMRU3099,19B,174
7092_6#4,SMRU3100,19B,174
6736_8#5,SMRU1301,19B,127
6823_2#13,SMRU1885,19B,174
6925_5#6,SMRU2166,19B,174
6983_2#23,SMRU2231,19B,174
6983_3#56,SMRU2264,19B,174
7011_6#5,SMRU2813,19B,174
7054_5#2,SMRU3050,19B,174
6259_8#16,SMRU88,19F,1
6259_8#23,SMRU95,19F,1
6259_8#2,SMRU74,19F,1
6593_4#7,SMRU103,19F,1
6593_5#2,SMRU122,19F,16
6630_3#22,SMRU382,19F,1
6630_3#3,SMRU363,19F,1
6630_3#6,SMRU366,19F,1
6630_4#14,SMRU398,19F,1
6631_4#6,SMRU438,19F,16
6631_5#21,SMRU477,19F,16
6631_6#14,SMRU494,19F,1
6631_6#4,SMRU484,19F,1
6631_7#13,SMRU517,19F,16
6641_6#19,SMRU163,19F,1
6664_1#19,SMRU235,19F,1
6673_8#19,SMRU259,19F,1
6673_8#20,SMRU260,19F,1
6680_4#1,SMRU889,19F,1
6680_4#21,SMRU909,19F,1
6680_4#22,SMRU910,19F,1
6680_4#23,SMRU911,19F,1
6680_4#24,SMRU912,19F,1
6680_4#3,SMRU891,19F,16
6680_4#5,SMRU893,19F,1
6680_5#11,SMRU923,19F,1
6680_5#13,SMRU925,19F,1
6680_5#15,SMRU927,19F,1
6680_5#17,SMRU929,19F,1
6680_5#18,SMRU930,19F,1
6680_5#22,SMRU934,19F,1
6680_5#24,SMRU936,19F,1
6680_5#7,SMRU919,19F,1
6680_6#13,SMRU949,19F,1
6680_6#17,SMRU953,19F,1
6680_7#17,SMRU977,19F,1
6680_7#18,SMRU978,19F,1
6680_7#1,SMRU961,19F,1
6680_7#22,SMRU982,19F,1
6680_7#24,SMRU984,19F,1
6680_7#9,SMRU969,19F,1
6680_8#2,SMRU194,19F,1
6714_7#13,SMRU757,19F,1
6714_7#16,SMRU760,19F,1
6714_7#9,SMRU753,19F,1
6714_8#24,SMRU576,19F,1
6730_1#6,SMRU582,19F,1
6730_3#1,SMRU601,19F,1
6730_4#18,SMRU642,19F,1
6730_4#22,SMRU646,19F,1
6730_4#24,SMRU648,19F,1
6730_5#17,SMRU665,19F,1
6730_5#18,SMRU666,19F,1
6730_6#11,SMRU683,19F,1
6730_6#1,SMRU673,19F,1
6730_7#18,SMRU714,19F,1
6730_7#8,SMRU704,19F,1
6730_7#9,SMRU705,19F,1
6730_8#11,SMRU731,19F,1
6730_8#15,SMRU735,19F,16
6730_8#19,SMRU739,19F,1
6730_8#23,SMRU743,19F,1
6731_1#15,SMRU999,19F,1
6731_1#1,SMRU985,19F,1
6731_1#2,SMRU986,19F,1
6731_1#8,SMRU992,19F,1
6731_2#10,SMRU1018,19F,1
6731_3#14,SMRU1046,19F,1
6731_3#19,SMRU1051,19F,1
6731_3#1,SMRU1033,19F,84
6731_3#24,SMRU1056,19F,1
6731_3#3,SMRU1035,19F,1
6731_3#6,SMRU1038,19F,1
6731_3#7,SMRU1039,19F,1
6731_4#18,SMRU1074,19F,1
6731_4#24,SMRU1080,19F,1
6731_4#4,SMRU1060,19F,1
6731_4#5,SMRU1061,19F,1
6731_4#8,SMRU1064,19F,1
6731_5#15,SMRU1095,19F,1
6731_5#21,SMRU1101,19F,1
6731_5#3,SMRU1083,19F,1
6731_5#9,SMRU1089,19F,1
6753_3#1,SMRU1513,19F,1
6755_1#22,SMRU790,19F,1
6755_1#2,SMRU770,19F,16
6755_1#6,SMRU774,19F,84
6755_2#11,SMRU803,19F,1
6755_2#24,SMRU816,19F,16
6755_3#23,SMRU887,19F,1
6755_3#9,SMRU873,19F,1
6775_1#10,SMRU826,19F,1
6775_1#13,SMRU829,19F,1
6775_1#22,SMRU838,19F,1
6775_1#23,SMRU839,19F,1
6775_1#3,SMRU819,19F,1
6775_2#12,SMRU852,19F,1
6775_2#13,SMRU853,19F,1
6775_2#14,SMRU854,19F,1
6775_2#15,SMRU855,19F,16
6775_2#17,SMRU857,19F,1
6775_2#19,SMRU859,19F,1
6775_2#23,SMRU863,19F,1
6775_2#24,SMRU864,19F,1
7004_5#1,SMRU2857,19F,1
7092_6#10,SMRU3106,19F,1
7092_6#7,SMRU3103,19F,1
6710_6#13,SMRU1357,19F,1
6710_6#20,SMRU1364,19F,1
6710_7#1,SMRU1369,19F,1
6710_7#20,SMRU1388,19F,1
6710_7#4,SMRU1372,19F,1
6710_7#6,SMRU1374,19F,1
6710_8#11,SMRU1403,19F,1
6710_8#16,SMRU1408,19F,1
6710_8#9,SMRU1401,19F,1
6731_6#19,SMRU1123,19F,1
6736_5#1,SMRU1225,19F,1
6736_5#6,SMRU1230,19F,1
6736_6#10,SMRU1258,19F,1
6736_6#14,SMRU1262,19F,1
6736_6#16,SMRU1264,19F,1
6736_6#24,SMRU1272,19F,1
6736_7#10,SMRU1282,19F,1
6736_7#12,SMRU1284,19F,1
6736_7#13,SMRU1285,19F,1
6736_7#1,SMRU1273,19F,16
6736_7#22,SMRU1294,19F,1
6736_7#24,SMRU1296,19F,1
6736_7#9,SMRU1281,19F,1
6736_8#14,SMRU1310,19F,1
6736_8#22,SMRU1318,19F,1
6736_8#8,SMRU1304,19F,1
6736_8#9,SMRU1305,19F,1
6753_1#17,SMRU1481,19F,1
6753_1#8,SMRU1472,19F,1
6753_2#17,SMRU1506,19F,1
6753_2#4,SMRU1492,19F,1
6753_2#8,SMRU1497,19F,1
6753_3#16,SMRU1528,19F,16
6753_3#24,SMRU1536,19F,1
6753_3#3,SMRU1515,19F,1
6753_3#4,SMRU1516,19F,1
6753_3#6,SMRU1518,19F,1
6753_4#7,SMRU1543,19F,1
6755_4#22,SMRU1150,19F,1
6755_4#23,SMRU1151,19F,1
6755_4#4,SMRU1132,19F,1
6755_4#8,SMRU1136,19F,1
6755_5#1,SMRU1153,19F,16
6755_6#13,SMRU1190,19F,16
6755_6#19,SMRU1196,19F,1
6755_6#21,SMRU1198,19F,1
6805_2#23,SMRU1439,19F,16
6805_2#2,SMRU1418,19F,1
6805_2#7,SMRU1423,19F,1
6805_3#10,SMRU1450,19F,1
6805_3#13,SMRU1453,19F,1
6805_4#10,SMRU1666,19F,1
6805_4#13,SMRU1669,19F,1
6805_4#15,SMRU1671,19F,1
6805_4#4,SMRU1660,19F,1
6805_4#5,SMRU1661,19F,1
6805_5#16,SMRU1696,19F,1
6805_5#7,SMRU1687,19F,1
6805_6#17,SMRU1721,19F,1
6805_7#10,SMRU1739,19F,1
6805_7#7,SMRU1736,19F,1
6807_1#11,SMRU1571,19F,84
6807_1#12,SMRU1572,19F,84
6807_1#19,SMRU1579,19F,1
6807_1#1,SMRU1561,19F,1
6807_2#10,SMRU1594,19F,1
6807_2#14,SMRU1598,19F,1
