Lane.Id,Public.Name,Serotype,Strain
17059_7#25,GPS_ZA_carriage_SP1259,16F,33
17059_7#26,GPS_ZA_carriage_SP1260,34,254
17059_6#27,GPS_ZA_carriage_SP1167,23B,102
17059_7#28,GPS_ZA_carriage_SP1262,7C,93
17059_6#28,GPS_ZA_carriage_SP1168,35B,5
17059_6#29,GPS_ZA_carriage_SP1169,16F,33
17059_7#29,GPS_ZA_carriage_SP1263,15A,22
17059_6#30,GPS_ZA_carriage_SP1170,4,79
17059_6#31,GPS_ZA_carriage_SP1171,35B,233
17059_7#31,GPS_ZA_carriage_SP1265,11A,22
17059_7#32,GPS_ZA_carriage_SP1266,34,34
17059_6#32,GPS_ZA_carriage_SP1172,20A,22
17059_6#33,GPS_ZA_carriage_SP1173,19F,21
17059_7#34,GPS_ZA_carriage_SP1268,19F,1
17059_6#35,GPS_ZA_carriage_SP1175,11A,22
17059_7#35,GPS_ZA_carriage_SP1269,6A,13
17059_6#36,GPS_ZA_carriage_SP1176,19A,17
17059_6#37,GPS_ZA_carriage_SP1177,16F,33
17059_7#37,GPS_ZA_carriage_SP1271,16F,33
17059_7#38,GPS_ZA_carriage_SP1272,19F,1
17059_6#39,GPS_ZA_carriage_SP1179,23B,169
17059_7#39,GPS_ZA_carriage_SP1273,34,34
17059_6#40,GPS_ZA_carriage_SP1180,16F,33
17059_7#40,GPS_ZA_carriage_SP1274,12F,56
17059_7#42,GPS_ZA_carriage_SP1276,19F,21
17059_6#43,GPS_ZA_carriage_SP1183,23B,102
17059_6#44,GPS_ZA_carriage_SP1184,21,11
17059_7#44,GPS_ZA_carriage_SP1278,13,52
17059_6#45,GPS_ZA_carriage_SP1185,16F,33
17059_6#46,GPS_ZA_carriage_SP1186,10A,35
17059_7#46,GPS_ZA_carriage_SP1280,15A,179
17059_6#47,GPS_ZA_carriage_SP1187,13,52
17059_7#47,GPS_ZA_carriage_SP1281,6A,13
17059_6#48,GPS_ZA_carriage_SP1188,20A,22
17059_7#48,GPS_ZA_carriage_SP1282,20A,22
17059_6#49,GPS_ZA_carriage_SP1189,19F,21
17059_6#50,GPS_ZA_carriage_SP1190,35B,5
17059_7#50,GPS_ZA_carriage_SP1284,6B,23
17059_6#51,GPS_ZA_carriage_SP1191,23B,102
17059_6#52,GPS_ZA_carriage_SP1192,15BC,88
17059_7#51,GPS_ZA_carriage_SP1285,15BC,48
17059_6#53,GPS_ZA_carriage_SP1193,15BC,48
17059_7#52,GPS_ZA_carriage_SP1286,15A,22
17059_6#54,GPS_ZA_carriage_SP1194,21,11
17059_6#55,GPS_ZA_carriage_SP1195,13,52
17059_7#54,GPS_ZA_carriage_SP1288,34,34
17059_6#56,GPS_ZA_carriage_SP1196,34,34
17059_6#57,GPS_ZA_carriage_SP1197,23F,14
17059_7#55,GPS_ZA_carriage_SP1289,15BC,25
17059_7#56,GPS_ZA_carriage_SP1290,10A,194
17059_6#59,GPS_ZA_carriage_SP1199,9V,54
17059_7#58,GPS_ZA_carriage_SP1292,19F,90
17059_6#61,GPS_ZA_carriage_SP1201,35B,5
17059_6#62,GPS_ZA_carriage_SP1202,35B,5
17059_7#60,GPS_ZA_carriage_SP1294,18C,67
17059_6#63,GPS_ZA_carriage_SP1203,19A,17
17059_7#61,GPS_ZA_carriage_SP1295,1,2
17059_6#64,GPS_ZA_carriage_SP1204,19B,276
17059_6#65,GPS_ZA_carriage_SP1205,35B,5
17059_7#62,GPS_ZA_carriage_SP1296,34,34
17059_6#66,GPS_ZA_carriage_SP1206,19F,21
17059_7#63,GPS_ZA_carriage_SP1297,9N,137
17059_6#67,GPS_ZA_carriage_SP1207,6B,37
17059_7#64,GPS_ZA_carriage_SP1298,15A,179
17059_7#65,GPS_ZA_carriage_SP1299,21,11
17059_6#69,GPS_ZA_carriage_SP1209,34,34
17059_7#66,GPS_ZA_carriage_SP1300,15BC,25
17059_7#67,GPS_ZA_carriage_SP1301,17F,243
17059_6#71,GPS_ZA_carriage_SP1211,9V,54
17059_7#68,GPS_ZA_carriage_SP1302,15BC,48
17059_6#72,GPS_ZA_carriage_SP1212,6B,52
17059_7#69,GPS_ZA_carriage_SP1303,20A,22
17059_7#70,GPS_ZA_carriage_SP1304,35A,259
17059_7#71,GPS_ZA_carriage_SP1305,35F,126
17059_6#74,GPS_ZA_carriage_SP1214,31,57
17059_7#73,GPS_ZA_carriage_SP1307,11A,163
17059_6#76,GPS_ZA_carriage_SP1216,16F,33
17059_7#74,GPS_ZA_carriage_SP1308,35F,126
17059_6#77,GPS_ZA_carriage_SP1217,34,34
17059_7#75,GPS_ZA_carriage_SP1309,16F,114
17059_6#78,GPS_ZA_carriage_SP1218,20A,22
17059_7#76,GPS_ZA_carriage_SP1310,3,83
17059_6#79,GPS_ZA_carriage_SP1219,19F,21
18090_5#34,GPS_ZA_carriage_SP1311,7C,93
17059_6#80,GPS_ZA_carriage_SP1220,22A,40
18090_5#35,GPS_ZA_carriage_SP1312,4,70
17059_6#82,GPS_ZA_carriage_SP1222,19F,21
17059_7#80,GPS_ZA_carriage_SP1314,15BC,48
17059_6#83,GPS_ZA_carriage_SP1223,23A,7
17059_7#81,GPS_ZA_carriage_SP1315,34,504
17059_6#84,GPS_ZA_carriage_SP1224,23B,102
17059_6#85,GPS_ZA_carriage_SP1225,NT,148
17059_7#82,GPS_ZA_carriage_SP1316,15BC,25
17059_6#86,GPS_ZA_carriage_SP1226,23A,7
17059_7#83,GPS_ZA_carriage_SP1317,17F,61
17059_7#84,GPS_ZA_carriage_SP1318,11A,22
17059_6#88,GPS_ZA_carriage_SP1228,11A,22
17059_7#85,GPS_ZA_carriage_SP1319,15BC,25
17059_7#86,GPS_ZA_carriage_SP1320,35F,126
17059_6#90,GPS_ZA_carriage_SP1230,19F,21
17059_7#87,GPS_ZA_carriage_SP1321,20A,22
17059_6#91,GPS_ZA_carriage_SP1231,35B,5
17059_7#88,GPS_ZA_carriage_SP1322,19A,17
17059_6#92,GPS_ZA_carriage_SP1232,34,34
17059_7#89,GPS_ZA_carriage_SP1323,15BC,25
17059_6#93,GPS_ZA_carriage_SP1233,NT,211
17059_7#90,GPS_ZA_carriage_SP1324,23F,14
17059_6#94,GPS_ZA_carriage_SP1234,15BC,25
17059_7#1,GPS_ZA_carriage_SP1235,15BC,48
17059_7#92,GPS_ZA_carriage_SP1326,33D,30
17059_7#93,GPS_ZA_carriage_SP1327,23A,7
17059_7#94,GPS_ZA_carriage_SP1328,34,34
17059_8#1,GPS_ZA_carriage_SP1329,3,12
17059_8#2,GPS_ZA_carriage_SP1330,34,34
17059_8#3,GPS_ZA_carriage_SP1331,15BC,25
17059_8#4,GPS_ZA_carriage_SP1332,11A,22
17175_4#2,GPS_ZA_carriage_SP1427,6A,5
17059_8#5,GPS_ZA_carriage_SP1333,15BC,25
17175_4#3,GPS_ZA_carriage_SP1428,22F,3
17059_8#6,GPS_ZA_carriage_SP1334,15BC,25
17175_4#4,GPS_ZA_carriage_SP1429,8,3
17059_8#7,GPS_ZA_carriage_SP1335,19F,21
17175_4#5,GPS_ZA_carriage_SP1430,35B,160
17059_8#8,GPS_ZA_carriage_SP1336,3,51
17175_4#6,GPS_ZA_carriage_SP1431,19F,159
17059_8#9,GPS_ZA_carriage_SP1337,19B,91
17175_4#7,GPS_ZA_carriage_SP1432,20A,255
17059_8#10,GPS_ZA_carriage_SP1338,34,34
17175_4#8,GPS_ZA_carriage_SP1433,9V,54
17059_8#11,GPS_ZA_carriage_SP1339,1,2
17059_8#12,GPS_ZA_carriage_SP1340,34,305
17175_4#10,GPS_ZA_carriage_SP1435,NT,81
17059_8#13,GPS_ZA_carriage_SP1341,6A,5
17175_4#11,GPS_ZA_carriage_SP1436,35A,43
17059_8#14,GPS_ZA_carriage_SP1342,3,51
17175_4#12,GPS_ZA_carriage_SP1437,35B,5
17059_8#15,GPS_ZA_carriage_SP1343,19A,17
17175_4#14,GPS_ZA_carriage_SP1439,23A,10
17175_4#15,GPS_ZA_carriage_SP1440,11A,22
17059_8#17,GPS_ZA_carriage_SP1345,31,57
17175_4#17,GPS_ZA_carriage_SP1442,19F,1
17059_8#19,GPS_ZA_carriage_SP1347,20A,22
17059_8#20,GPS_ZA_carriage_SP1348,9V,54
17175_4#19,GPS_ZA_carriage_SP1444,11A,22
17059_8#21,GPS_ZA_carriage_SP1349,1,2
17059_8#22,GPS_ZA_carriage_SP1350,6B,37
17175_4#21,GPS_ZA_carriage_SP1446,16F,33
17059_8#23,GPS_ZA_carriage_SP1351,19A,17
17059_8#24,GPS_ZA_carriage_SP1352,1,2
17175_4#23,GPS_ZA_carriage_SP1448,11A,22
17175_4#24,GPS_ZA_carriage_SP1449,21,11
17175_4#25,GPS_ZA_carriage_SP1450,34,305
17059_8#26,GPS_ZA_carriage_SP1354,15BC,25
17175_4#26,GPS_ZA_carriage_SP1451,23A,7
17059_8#27,GPS_ZA_carriage_SP1355,17F,61
17175_4#27,GPS_ZA_carriage_SP1452,15A,22
17059_8#28,GPS_ZA_carriage_SP1356,9V,54
17059_8#29,GPS_ZA_carriage_SP1357,19F,21
17175_4#29,GPS_ZA_carriage_SP1454,35F,126
17175_4#30,GPS_ZA_carriage_SP1455,35B,5
17059_8#30,GPS_ZA_carriage_SP1358,15BC,25
17175_4#31,GPS_ZA_carriage_SP1456,19F,90
17175_4#32,GPS_ZA_carriage_SP1457,17F,61
17059_8#32,GPS_ZA_carriage_SP1360,15A,142
17175_4#33,GPS_ZA_carriage_SP1458,15A,22
17059_8#33,GPS_ZA_carriage_SP1361,15BC,25
17175_4#34,GPS_ZA_carriage_SP1459,7C,92
17175_4#35,GPS_ZA_carriage_SP1460,11A,22
17059_8#35,GPS_ZA_carriage_SP1363,35A,259
17175_4#36,GPS_ZA_carriage_SP1461,9N,16
17059_8#36,GPS_ZA_carriage_SP1364,9V,54
17175_4#37,GPS_ZA_carriage_SP1462,8,3
17175_4#38,GPS_ZA_carriage_SP1463,34,34
17059_8#37,GPS_ZA_carriage_SP1365,NT,60
17059_8#38,GPS_ZA_carriage_SP1366,19F,1
17175_4#39,GPS_ZA_carriage_SP1464,19A,17
17175_4#40,GPS_ZA_carriage_SP1465,15BC,25
17059_8#39,GPS_ZA_carriage_SP1367,19A,17
17175_4#41,GPS_ZA_carriage_SP1466,15A,22
17059_8#40,GPS_ZA_carriage_SP1368,6A,13
17175_4#42,GPS_ZA_carriage_SP1467,NT,81
17059_8#41,GPS_ZA_carriage_SP1369,15BC,25
17175_4#43,GPS_ZA_carriage_SP1468,11A,22
17059_8#42,GPS_ZA_carriage_SP1370,3,51
17175_4#44,GPS_ZA_carriage_SP1469,6B,52
17175_4#45,GPS_ZA_carriage_SP1470,15BC,200
17059_8#43,GPS_ZA_carriage_SP1371,35B,160
17175_4#46,GPS_ZA_carriage_SP1471,15A,22
17059_8#44,GPS_ZA_carriage_SP1372,6B,37
17175_4#47,GPS_ZA_carriage_SP1472,4,79
17059_8#45,GPS_ZA_carriage_SP1373,7C,93
17175_4#48,GPS_ZA_carriage_SP1473,11A,22
17059_8#46,GPS_ZA_carriage_SP1374,6A,5
17059_8#47,GPS_ZA_carriage_SP1375,19A,17
17175_4#50,GPS_ZA_carriage_SP1475,13,52
17175_4#51,GPS_ZA_carriage_SP1476,15BC,48
17175_4#52,GPS_ZA_carriage_SP1477,11A,14
17175_4#53,GPS_ZA_carriage_SP1478,34,34
17175_4#54,GPS_ZA_carriage_SP1479,35B,5
17059_8#51,GPS_ZA_carriage_SP1379,NT,60
17175_4#55,GPS_ZA_carriage_SP1480,20A,22
17059_8#52,GPS_ZA_carriage_SP1380,14,10
17175_4#56,GPS_ZA_carriage_SP1481,15A,40
17059_8#53,GPS_ZA_carriage_SP1381,11A,22
17175_4#57,GPS_ZA_carriage_SP1482,38,38
17059_8#54,GPS_ZA_carriage_SP1382,23F,14
17175_4#58,GPS_ZA_carriage_SP1483,6A,41
17059_8#55,GPS_ZA_carriage_SP1383,7C,92
17175_4#59,GPS_ZA_carriage_SP1484,38,38
17175_4#60,GPS_ZA_carriage_SP1485,11A,22
17059_8#56,GPS_ZA_carriage_SP1384,15BC,4
17175_4#61,GPS_ZA_carriage_SP1486,7C,92
17059_8#57,GPS_ZA_carriage_SP1385,7C,5
17175_4#62,GPS_ZA_carriage_SP1487,23F,14
17059_8#59,GPS_ZA_carriage_SP1387,38,38
17059_8#60,GPS_ZA_carriage_SP1388,34,34
17059_8#61,GPS_ZA_carriage_SP1389,13,52
17059_8#62,GPS_ZA_carriage_SP1390,13,52
17175_4#67,GPS_ZA_carriage_SP1492,NT,211
17059_8#63,GPS_ZA_carriage_SP1391,NT,148
17175_4#69,GPS_ZA_carriage_SP1494,19A,17
17059_8#65,GPS_ZA_carriage_SP1393,16F,33
17175_4#70,GPS_ZA_carriage_SP1495,34,34
17059_8#66,GPS_ZA_carriage_SP1394,NT,211
17175_4#71,GPS_ZA_carriage_SP1496,15A,22
17059_8#67,GPS_ZA_carriage_SP1395,15BC,25
17059_8#68,GPS_ZA_carriage_SP1396,6B,37
17059_8#69,GPS_ZA_carriage_SP1397,19F,1
17059_8#70,GPS_ZA_carriage_SP1398,38,38
17175_4#74,GPS_ZA_carriage_SP1499,15A,22
17175_4#75,GPS_ZA_carriage_SP1500,19A,17
17059_8#71,GPS_ZA_carriage_SP1399,23F,14
17175_4#76,GPS_ZA_carriage_SP1501,34,34
17059_8#73,GPS_ZA_carriage_SP1401,23F,14
17175_4#77,GPS_ZA_carriage_SP1502,4,70
17059_8#74,GPS_ZA_carriage_SP1402,NT,211
17175_4#78,GPS_ZA_carriage_SP1503,19F,21
17175_4#79,GPS_ZA_carriage_SP1504,13,52
17059_8#75,GPS_ZA_carriage_SP1403,16F,207
17059_8#76,GPS_ZA_carriage_SP1404,35B,5
17175_4#80,GPS_ZA_carriage_SP1505,34,34
17175_4#81,GPS_ZA_carriage_SP1506,15A,22
17175_4#82,GPS_ZA_carriage_SP1507,8,3
17059_8#78,GPS_ZA_carriage_SP1406,16F,33
17175_4#83,GPS_ZA_carriage_SP1508,11A,22
17059_8#79,GPS_ZA_carriage_SP1407,23F,14
17175_4#84,GPS_ZA_carriage_SP1509,11A,22
17059_8#80,GPS_ZA_carriage_SP1408,6A,13
17175_4#85,GPS_ZA_carriage_SP1510,16F,33
17059_8#81,GPS_ZA_carriage_SP1409,17F,49
17175_4#86,GPS_ZA_carriage_SP1511,35B,5
17059_8#82,GPS_ZA_carriage_SP1410,19A,17
17175_4#87,GPS_ZA_carriage_SP1512,17F,61
17059_8#83,GPS_ZA_carriage_SP1411,19F,192
17059_8#84,GPS_ZA_carriage_SP1412,16F,505
17175_4#89,GPS_ZA_carriage_SP1514,38,38
18090_5#36,GPS_ZA_carriage_SP1515,19F,192
17059_8#86,GPS_ZA_carriage_SP1414,35F,126
17175_4#90,GPS_ZA_carriage_SP1516,23A,7
17059_8#87,GPS_ZA_carriage_SP1415,23F,14
17150_4#1,GPS_ZA_carriage_SP1517,35B,5
17059_8#88,GPS_ZA_carriage_SP1416,10F,299
17150_4#2,GPS_ZA_carriage_SP1518,35B,5
17059_8#89,GPS_ZA_carriage_SP1417,9N,137
17150_4#3,GPS_ZA_carriage_SP1519,15BC,25
17059_8#90,GPS_ZA_carriage_SP1418,35F,126
17150_4#4,GPS_ZA_carriage_SP1520,15A,22
17059_8#91,GPS_ZA_carriage_SP1419,11A,22
17059_8#92,GPS_ZA_carriage_SP1420,19F,90
17059_8#93,GPS_ZA_carriage_SP1421,35A,199
17059_8#94,GPS_ZA_carriage_SP1422,35B,5
17175_4#91,GPS_ZA_carriage_SP1423,15A,22
17175_4#92,GPS_ZA_carriage_SP1424,34,34
17175_4#93,GPS_ZA_carriage_SP1425,22F,3
17150_4#6,GPS_ZA_carriage_SP1522,NT,81
17150_4#7,GPS_ZA_carriage_SP1523,11A,22
17150_4#8,GPS_ZA_carriage_SP1524,10A,355
17150_4#9,GPS_ZA_carriage_SP1525,16F,33
17150_4#10,GPS_ZA_carriage_SP1526,19A,17
17150_4#11,GPS_ZA_carriage_SP1527,19F,1
17175_5#6,GPS_ZA_carriage_SP1616,6B,52
17175_5#7,GPS_ZA_carriage_SP1617,16F,207
17175_5#8,GPS_ZA_carriage_SP1618,19F,21
17175_5#9,GPS_ZA_carriage_SP1619,14,10
17150_4#13,GPS_ZA_carriage_SP1529,4,79
17150_4#14,GPS_ZA_carriage_SP1530,19F,1
17150_4#15,GPS_ZA_carriage_SP1531,18C,11
17175_5#12,GPS_ZA_carriage_SP1622,19A,17
17150_4#16,GPS_ZA_carriage_SP1532,6A,13
17150_4#17,GPS_ZA_carriage_SP1533,6A,13
17175_5#14,GPS_ZA_carriage_SP1624,6B,37
17150_4#18,GPS_ZA_carriage_SP1534,6A,13
17175_5#16,GPS_ZA_carriage_SP1626,35A,43
17175_5#17,GPS_ZA_carriage_SP1627,21,11
17150_4#20,GPS_ZA_carriage_SP1536,19A,17
17175_5#18,GPS_ZA_carriage_SP1628,19F,1
17150_4#21,GPS_ZA_carriage_SP1537,4,79
17175_5#19,GPS_ZA_carriage_SP1629,35F,126
17175_5#20,GPS_ZA_carriage_SP1630,19F,1
17150_4#22,GPS_ZA_carriage_SP1538,13,52
17150_4#23,GPS_ZA_carriage_SP1539,14,10
17150_4#24,GPS_ZA_carriage_SP1540,6A,13
17175_5#21,GPS_ZA_carriage_SP1632,6A,41
17150_4#25,GPS_ZA_carriage_SP1541,20A,255
17175_5#22,GPS_ZA_carriage_SP1633,16F,33
17150_4#26,GPS_ZA_carriage_SP1542,NT,81
17175_5#23,GPS_ZA_carriage_SP1634,16F,33
17150_4#27,GPS_ZA_carriage_SP1543,19F,21
17175_5#24,GPS_ZA_carriage_SP1635,7C,93
17150_4#28,GPS_ZA_carriage_SP1544,19A,17
17150_4#29,GPS_ZA_carriage_SP1545,19A,17
17175_5#26,GPS_ZA_carriage_SP1637,23F,14
17150_4#30,GPS_ZA_carriage_SP1546,6C,178
17175_5#27,GPS_ZA_carriage_SP1638,19F,1
17150_4#31,GPS_ZA_carriage_SP1547,19F,1
17175_5#28,GPS_ZA_carriage_SP1639,6A,13
17150_4#32,GPS_ZA_carriage_SP1548,19F,21
17150_4#33,GPS_ZA_carriage_SP1549,15BC,246
17175_5#30,GPS_ZA_carriage_SP1641,7C,92
17150_4#34,GPS_ZA_carriage_SP1550,6B,14
17175_5#31,GPS_ZA_carriage_SP1642,6B,23
17150_4#35,GPS_ZA_carriage_SP1551,19A,14
17175_5#32,GPS_ZA_carriage_SP1643,17F,49
17150_4#36,GPS_ZA_carriage_SP1552,14,9
17175_5#33,GPS_ZA_carriage_SP1644,11A,22
17150_4#37,GPS_ZA_carriage_SP1553,6B,37
17175_5#34,GPS_ZA_carriage_SP1645,16F,33
17150_4#38,GPS_ZA_carriage_SP1554,6A,5
17175_5#35,GPS_ZA_carriage_SP1646,23F,14
17175_5#36,GPS_ZA_carriage_SP1647,19F,21
17150_4#39,GPS_ZA_carriage_SP1555,6B,14
17150_4#40,GPS_ZA_carriage_SP1556,19A,17
17150_4#41,GPS_ZA_carriage_SP1557,23B,169
17175_5#37,GPS_ZA_carriage_SP1649,18C,68
17175_5#38,GPS_ZA_carriage_SP1650,14,238
17175_5#39,GPS_ZA_carriage_SP1651,19A,17
17150_4#43,GPS_ZA_carriage_SP1559,16F,207
17175_5#40,GPS_ZA_carriage_SP1652,14,10
17150_4#44,GPS_ZA_carriage_SP1560,19F,1
17175_5#41,GPS_ZA_carriage_SP1653,23F,14
17150_4#45,GPS_ZA_carriage_SP1561,20A,22
17150_4#46,GPS_ZA_carriage_SP1562,23B,102
17150_4#47,GPS_ZA_carriage_SP1563,6A,41
17175_5#43,GPS_ZA_carriage_SP1655,23B,102
17150_4#48,GPS_ZA_carriage_SP1564,23F,5
17175_5#44,GPS_ZA_carriage_SP1656,31,57
17150_4#49,GPS_ZA_carriage_SP1565,23F,14
17175_5#45,GPS_ZA_carriage_SP1657,16F,33
17150_4#50,GPS_ZA_carriage_SP1566,16F,33
17150_4#51,GPS_ZA_carriage_SP1567,19F,21
17175_5#47,GPS_ZA_carriage_SP1659,15BC,25
17150_4#52,GPS_ZA_carriage_SP1568,6C,178
17175_5#49,GPS_ZA_carriage_SP1661,6B,37
17150_4#53,GPS_ZA_carriage_SP1569,19A,14
17150_4#55,GPS_ZA_carriage_SP1571,16F,33
17150_4#56,GPS_ZA_carriage_SP1572,15BC,512
17175_5#52,GPS_ZA_carriage_SP1664,35A,199
17150_4#57,GPS_ZA_carriage_SP1573,19F,1
17175_5#53,GPS_ZA_carriage_SP1665,23B,102
17175_5#54,GPS_ZA_carriage_SP1666,19A,17
17150_4#59,GPS_ZA_carriage_SP1575,16F,33
17175_5#55,GPS_ZA_carriage_SP1667,23F,5
17150_4#60,GPS_ZA_carriage_SP1576,14,10
17175_5#56,GPS_ZA_carriage_SP1668,6B,37
17175_5#57,GPS_ZA_carriage_SP1669,11A,22
17150_4#62,GPS_ZA_carriage_SP1578,20A,22
17175_5#58,GPS_ZA_carriage_SP1670,19A,17
17150_4#63,GPS_ZA_carriage_SP1579,35A,43
17175_5#59,GPS_ZA_carriage_SP1671,6B,37
17150_4#64,GPS_ZA_carriage_SP1580,21,11
17150_4#65,GPS_ZA_carriage_SP1581,14,10
17175_5#61,GPS_ZA_carriage_SP1673,16F,33
17150_4#66,GPS_ZA_carriage_SP1582,9V,54
17175_5#62,GPS_ZA_carriage_SP1674,21,11
17150_4#68,GPS_ZA_carriage_SP1584,19F,21
17175_5#64,GPS_ZA_carriage_SP1676,20A,22
17150_4#69,GPS_ZA_carriage_SP1585,19F,1
17175_5#65,GPS_ZA_carriage_SP1677,19A,17
17175_5#66,GPS_ZA_carriage_SP1678,14,10
17150_4#71,GPS_ZA_carriage_SP1587,31,57
17175_5#67,GPS_ZA_carriage_SP1679,5,8
17175_5#68,GPS_ZA_carriage_SP1680,35A,199
17150_4#72,GPS_ZA_carriage_SP1588,6A,513
17175_5#69,GPS_ZA_carriage_SP1681,19F,1
17175_5#70,GPS_ZA_carriage_SP1682,35B,5
17150_4#73,GPS_ZA_carriage_SP1589,7F,32
17150_4#74,GPS_ZA_carriage_SP1590,6A,5
17175_5#72,GPS_ZA_carriage_SP1684,15BC,25
17150_4#75,GPS_ZA_carriage_SP1591,19A,17
17175_5#73,GPS_ZA_carriage_SP1685,16F,114
17150_4#76,GPS_ZA_carriage_SP1592,19F,192
17175_5#74,GPS_ZA_carriage_SP1686,34,34
17150_4#77,GPS_ZA_carriage_SP1593,6A,41
17175_5#75,GPS_ZA_carriage_SP1687,10A,35
17150_4#78,GPS_ZA_carriage_SP1594,19A,17
17175_5#76,GPS_ZA_carriage_SP1688,23F,5
17150_4#79,GPS_ZA_carriage_SP1595,16F,46
17175_5#77,GPS_ZA_carriage_SP1689,6A,13
17175_5#78,GPS_ZA_carriage_SP1690,5,8
17150_4#80,GPS_ZA_carriage_SP1596,6B,14
17150_4#81,GPS_ZA_carriage_SP1597,15A,22
17175_5#79,GPS_ZA_carriage_SP1691,3,51
17150_4#82,GPS_ZA_carriage_SP1598,23F,14
17175_5#80,GPS_ZA_carriage_SP1692,19F,1
17150_4#83,GPS_ZA_carriage_SP1599,23F,14
17175_5#81,GPS_ZA_carriage_SP1693,15A,179
17150_4#84,GPS_ZA_carriage_SP1600,35B,160
17150_4#85,GPS_ZA_carriage_SP1601,6A,41
17150_4#86,GPS_ZA_carriage_SP1602,16F,114
17175_5#83,GPS_ZA_carriage_SP1695,23F,14
17150_4#87,GPS_ZA_carriage_SP1603,34,34
17150_4#88,GPS_ZA_carriage_SP1604,9V,54
18090_5#39,GPS_ZA_carriage_SP1697,31,57
17150_4#89,GPS_ZA_carriage_SP1605,15BC,200
17175_5#85,GPS_ZA_carriage_SP1698,NT,81
17150_4#90,GPS_ZA_carriage_SP1606,23F,14
17175_5#86,GPS_ZA_carriage_SP1699,11A,22
17150_4#91,GPS_ZA_carriage_SP1607,38,38
17175_5#87,GPS_ZA_carriage_SP1700,23F,14
17175_5#89,GPS_ZA_carriage_SP1702,13,52
17150_4#93,GPS_ZA_carriage_SP1609,23F,14
17150_4#94,GPS_ZA_carriage_SP1610,15BC,25
17175_5#90,GPS_ZA_carriage_SP1703,6B,37
17175_5#1,GPS_ZA_carriage_SP1611,19F,21
17175_6#1,GPS_ZA_carriage_SP1704,15BC,25
17175_5#2,GPS_ZA_carriage_SP1612,11A,22
17175_6#2,GPS_ZA_carriage_SP1705,19F,90
17175_5#3,GPS_ZA_carriage_SP1613,12F,26
17175_6#3,GPS_ZA_carriage_SP1706,15A,179
17175_5#4,GPS_ZA_carriage_SP1614,11A,22
17175_6#4,GPS_ZA_carriage_SP1707,12F,56
17175_5#5,GPS_ZA_carriage_SP1615,6A,5
17175_6#5,GPS_ZA_carriage_SP1708,35A,199
17175_6#6,GPS_ZA_carriage_SP1709,23F,14
17175_6#7,GPS_ZA_carriage_SP1710,19A,17
17175_6#8,GPS_ZA_carriage_SP1711,38,38
17175_6#9,GPS_ZA_carriage_SP1712,8,3
17150_5#10,GPS_ZA_carriage_SP1806,23F,14
17175_6#10,GPS_ZA_carriage_SP1713,19F,1
17175_6#11,GPS_ZA_carriage_SP1714,4,79
17150_5#12,GPS_ZA_carriage_SP1808,19A,17
17175_6#13,GPS_ZA_carriage_SP1716,15BC,25
17150_5#13,GPS_ZA_carriage_SP1809,19F,21
17175_6#14,GPS_ZA_carriage_SP1717,19F,14
17150_5#14,GPS_ZA_carriage_SP1810,38,38
17175_6#15,GPS_ZA_carriage_SP1718,19A,17
17175_6#16,GPS_ZA_carriage_SP1719,16F,33
17150_5#16,GPS_ZA_2783,NT,258
17175_6#17,GPS_ZA_carriage_SP1720,16F,207
17150_5#17,GPS_ZA_2784,33D,30
17175_6#18,GPS_ZA_carriage_SP1721,19F,1
17150_5#18,GPS_ZA_carriage_SP1812,16F,114
17175_6#19,GPS_ZA_carriage_SP1722,6B,14
17175_6#20,GPS_ZA_carriage_SP1723,6A,13
17150_5#21,GPS_ZA_carriage_SP1815,6A,13
17175_6#22,GPS_ZA_carriage_SP1725,19A,17
17150_5#22,GPS_ZA_carriage_SP1816,11A,22
17175_6#23,GPS_ZA_carriage_SP1726,7F,32
17150_5#23,GPS_ZA_carriage_SP1817,16F,33
17175_6#24,GPS_ZA_carriage_SP1727,19A,17
17150_5#24,GPS_ZA_2785,12F,56
17175_6#25,GPS_ZA_carriage_SP1728,17F,61
17175_6#26,GPS_ZA_carriage_SP1729,6A,41
17150_5#25,GPS_ZA_2786,15BC,48
17175_6#27,GPS_ZA_carriage_SP1730,35A,43
17150_5#26,GPS_ZA_carriage_SP1818,19F,21
17175_6#28,GPS_ZA_carriage_SP1731,6B,37
17150_5#27,GPS_ZA_carriage_SP1819,3,51
17175_6#29,GPS_ZA_carriage_SP1732,6B,52
17150_5#28,GPS_ZA_carriage_SP1820,9V,54
17150_5#29,GPS_ZA_carriage_SP1821,6A,13
17175_6#31,GPS_ZA_carriage_SP1734,34,34
17150_5#30,GPS_ZA_carriage_SP1822,15BC,133
17175_6#32,GPS_ZA_carriage_SP1735,19A,17
17150_5#31,GPS_ZA_carriage_SP1823,16F,33
17150_5#32,GPS_ZA_2787,19F,1
17175_6#33,GPS_ZA_carriage_SP1736,3,51
17150_5#33,GPS_ZA_2788,23B,102
17175_6#34,GPS_ZA_carriage_SP1737,7C,194
17150_5#34,GPS_ZA_carriage_SP1824,14,9
17175_6#35,GPS_ZA_carriage_SP1738,19F,21
17150_5#35,GPS_ZA_carriage_SP1825,22F,304
17175_6#36,GPS_ZA_carriage_SP1739,16F,33
17150_5#36,GPS_ZA_carriage_SP1826,6A,13
17175_6#37,GPS_ZA_carriage_SP1740,19A,17
